time	V(vout)	I(L1)
1.295050602155741e-03	1.137561e+01	1.108150e+00
1.295051025495155e-03	1.137562e+01	1.108096e+00
1.295051872173983e-03	1.137564e+01	1.107988e+00
1.295053565531638e-03	1.137568e+01	1.107771e+00
1.295055138492508e-03	1.137571e+01	1.107569e+00
1.295056430912985e-03	1.137574e+01	1.107404e+00
1.295057807353628e-03	1.137577e+01	1.107227e+00
1.295059163484892e-03	1.137580e+01	1.107052e+00
1.295060603323929e-03	1.137583e+01	1.106867e+00
1.295061981253400e-03	1.137586e+01	1.106690e+00
1.295063406890915e-03	1.137589e+01	1.106506e+00
1.295064793600645e-03	1.137591e+01	1.106328e+00
1.295066237064988e-03	1.137595e+01	1.106142e+00
1.295067652936791e-03	1.137597e+01	1.105959e+00
1.295069137136685e-03	1.137601e+01	1.105768e+00
1.295070597051730e-03	1.137604e+01	1.105580e+00
1.295072170630822e-03	1.137607e+01	1.105377e+00
1.295074042379141e-03	1.137611e+01	1.105136e+00
1.295076379528222e-03	1.137616e+01	1.104835e+00
1.295079402503051e-03	1.137622e+01	1.104445e+00
1.295083762907630e-03	1.137631e+01	1.103883e+00
1.295090189747907e-03	1.137645e+01	1.103054e+00
1.295102452708010e-03	1.137670e+01	1.101472e+00
1.295126722316628e-03	1.137720e+01	1.098340e+00
1.295150617137908e-03	1.137769e+01	1.095257e+00
1.295187103769666e-03	1.137843e+01	1.090550e+00
1.295231851834095e-03	1.137931e+01	1.084779e+00
1.295566486395932e-03	1.138502e+01	1.041674e+00
1.295901120957769e-03	1.138979e+01	9.986481e-01
1.296235755519606e-03	1.139362e+01	9.556998e-01
1.296570390081443e-03	1.139651e+01	9.128294e-01
1.296905024643281e-03	1.139846e+01	8.700370e-01
1.297239659205118e-03	1.139947e+01	8.273226e-01
1.297574293766955e-03	1.139954e+01	7.846861e-01
1.299010000000000e-03	1.139216e+01	6.025509e-01
1.300000000000000e-03	1.137575e+01	4.781790e-01
1.300010000000000e-03	1.137554e+01	4.769279e-01
1.300010044000018e-03	1.137554e+01	4.769224e-01
1.300010132000053e-03	1.137554e+01	4.769114e-01
1.300010235723854e-03	1.137554e+01	4.768984e-01
1.300010336067522e-03	1.137554e+01	4.768858e-01
1.300010536754860e-03	1.137553e+01	4.768607e-01
1.300010938129535e-03	1.137552e+01	4.768105e-01
1.300011618193745e-03	1.137551e+01	4.767252e-01
1.300012571197342e-03	1.137549e+01	4.766057e-01
1.300013932705380e-03	1.137546e+01	4.764348e-01
1.300015789121229e-03	1.137542e+01	4.762020e-01
1.300016908707144e-03	1.137540e+01	4.760656e-01
1.300017760828171e-03	1.137538e+01	4.759730e-01
1.300018317671636e-03	1.137537e+01	4.759254e-01
1.300018637213348e-03	1.137536e+01	4.759064e-01
1.300018744644828e-03	1.137536e+01	4.759032e-01
1.300018824546946e-03	1.137536e+01	4.759030e-01
1.300018903797266e-03	1.137536e+01	4.759044e-01
1.300019017703262e-03	1.137536e+01	4.759080e-01
1.300019138476565e-03	1.137535e+01	4.759133e-01
1.300019298532621e-03	1.137535e+01	4.759223e-01
1.300019521986419e-03	1.137535e+01	4.759370e-01
1.300019680747307e-03	1.137534e+01	4.759488e-01
1.300019998269084e-03	1.137533e+01	4.759740e-01
1.300020000000000e-03	1.137533e+01	4.759741e-01
1.300020000047179e-03	1.137533e+01	4.759742e-01
1.300020000141538e-03	1.137533e+01	4.759742e-01
1.300020000330255e-03	1.137533e+01	4.759742e-01
1.300020000707689e-03	1.137533e+01	4.759742e-01
1.300020001462557e-03	1.137533e+01	4.759743e-01
1.300020002972293e-03	1.137533e+01	4.759744e-01
1.300020005627748e-03	1.137533e+01	4.759746e-01
1.300020009727138e-03	1.137533e+01	4.759750e-01
1.300020017925917e-03	1.137533e+01	4.759757e-01
1.300020034323475e-03	1.137533e+01	4.759770e-01
1.300020067118592e-03	1.137533e+01	4.759798e-01
1.300020132708825e-03	1.137533e+01	4.759855e-01
1.300020263889292e-03	1.137533e+01	4.759970e-01
1.300020526250225e-03	1.137532e+01	4.760211e-01
1.300021050972091e-03	1.137531e+01	4.760729e-01
1.300022100415823e-03	1.137529e+01	4.761857e-01
1.300022849224815e-03	1.137528e+01	4.762726e-01
1.300023193354514e-03	1.137527e+01	4.763146e-01
1.300023438606975e-03	1.137526e+01	4.763452e-01
1.300023566061324e-03	1.137526e+01	4.763611e-01
1.300023729541947e-03	1.137526e+01	4.763816e-01
1.300024056503194e-03	1.137525e+01	4.764226e-01
1.300024454068791e-03	1.137524e+01	4.764726e-01
1.300024866802804e-03	1.137523e+01	4.765244e-01
1.300025459531114e-03	1.137522e+01	4.765990e-01
1.300026077361782e-03	1.137521e+01	4.766768e-01
1.300026924508091e-03	1.137519e+01	4.767835e-01
1.300027815006163e-03	1.137517e+01	4.768957e-01
1.300028920293836e-03	1.137515e+01	4.770350e-01
1.300030174295667e-03	1.137512e+01	4.771931e-01
1.300032047505384e-03	1.137508e+01	4.774293e-01
1.300033805463441e-03	1.137505e+01	4.776510e-01
1.300037321379556e-03	1.137497e+01	4.780946e-01
1.300040752369467e-03	1.137490e+01	4.785274e-01
1.300047614349288e-03	1.137476e+01	4.793932e-01
1.300055917244798e-03	1.137459e+01	4.804409e-01
1.300072195483804e-03	1.137425e+01	4.824950e-01
1.300090918323043e-03	1.137387e+01	4.848576e-01
1.300128364001521e-03	1.137312e+01	4.895830e-01
1.300203255358477e-03	1.137167e+01	4.990349e-01
1.300353038072390e-03	1.136893e+01	5.179421e-01
1.300652603500215e-03	1.136417e+01	5.557684e-01
1.301251734355865e-03	1.135726e+01	6.314514e-01
1.302251734355865e-03	1.135185e+01	7.578101e-01
1.303251734355865e-03	1.135354e+01	8.841661e-01
1.304020000000000e-03	1.135932e+01	9.812164e-01
1.304030000000000e-03	1.135943e+01	9.824793e-01
1.304050000000000e-03	1.135970e+01	9.850044e-01
1.304090000000000e-03	1.136023e+01	9.900545e-01
1.304169999999999e-03	1.136135e+01	1.000154e+00
1.304329999999998e-03	1.136379e+01	1.020348e+00
1.304649999999996e-03	1.136905e+01	1.060729e+00
1.304659999999996e-03	1.136922e+01	1.061990e+00
1.304679999999996e-03	1.136959e+01	1.064513e+00
1.304719999999996e-03	1.137033e+01	1.069559e+00
1.304799999999996e-03	1.137186e+01	1.079649e+00
1.304860000000001e-03	1.137303e+01	1.087216e+00
1.304899999999989e-03	1.137382e+01	1.092260e+00
1.304940000000024e-03	1.137464e+01	1.097304e+00
1.304950000000024e-03	1.137484e+01	1.098565e+00
1.304999999999953e-03	1.137588e+01	1.104869e+00
1.305009999999953e-03	1.137609e+01	1.106130e+00
1.305020000000000e-03	1.137630e+01	1.107391e+00
1.305020332092816e-03	1.137631e+01	1.107433e+00
1.305020996278449e-03	1.137632e+01	1.107517e+00
1.305022324649715e-03	1.137635e+01	1.107684e+00
1.305023558019421e-03	1.137638e+01	1.107840e+00
1.305025421717197e-03	1.137642e+01	1.108075e+00
1.305027060936873e-03	1.137645e+01	1.108282e+00
1.305028099889357e-03	1.137647e+01	1.108413e+00
1.305028826003874e-03	1.137649e+01	1.108504e+00
1.305029026639853e-03	1.137649e+01	1.108530e+00
1.305029427911809e-03	1.137650e+01	1.108580e+00
1.305030000000000e-03	1.137651e+01	1.108653e+00
1.305030057208819e-03	1.137651e+01	1.108660e+00
1.305030171626457e-03	1.137652e+01	1.108674e+00
1.305030400461733e-03	1.137652e+01	1.108703e+00
1.305030721122647e-03	1.137653e+01	1.108744e+00
1.305031015841328e-03	1.137653e+01	1.108781e+00
1.305031490716096e-03	1.137654e+01	1.108841e+00
1.305031992792845e-03	1.137655e+01	1.108905e+00
1.305032268897581e-03	1.137656e+01	1.108940e+00
1.305032590109126e-03	1.137657e+01	1.108980e+00
1.305032943959771e-03	1.137657e+01	1.109025e+00
1.305033651661062e-03	1.137659e+01	1.109114e+00
1.305034446936422e-03	1.137661e+01	1.109214e+00
1.305035593269668e-03	1.137663e+01	1.109354e+00
1.305037091476964e-03	1.137666e+01	1.109532e+00
1.305039272291897e-03	1.137671e+01	1.109777e+00
1.305041418878301e-03	1.137676e+01	1.109985e+00
1.305043830098967e-03	1.137681e+01	1.110155e+00
1.305045754540267e-03	1.137685e+01	1.110206e+00
1.305048007069762e-03	1.137690e+01	1.110147e+00
1.305049490910273e-03	1.137693e+01	1.110035e+00
1.305050217515376e-03	1.137694e+01	1.109954e+00
1.305050909030491e-03	1.137696e+01	1.109867e+00
1.305051469290632e-03	1.137697e+01	1.109795e+00
1.305052075515526e-03	1.137698e+01	1.109718e+00
1.305053287965315e-03	1.137701e+01	1.109562e+00
1.305054471409559e-03	1.137703e+01	1.109411e+00
1.305055848085929e-03	1.137706e+01	1.109234e+00
1.305057334302955e-03	1.137709e+01	1.109043e+00
1.305058699599837e-03	1.137712e+01	1.108867e+00
1.305060145217360e-03	1.137715e+01	1.108681e+00
1.305061715238242e-03	1.137719e+01	1.108479e+00
1.305063649929705e-03	1.137723e+01	1.108230e+00
1.305065993916755e-03	1.137728e+01	1.107928e+00
1.305069244882358e-03	1.137735e+01	1.107509e+00
1.305073573975201e-03	1.137744e+01	1.106951e+00
1.305081008976610e-03	1.137760e+01	1.105992e+00
1.305093848650188e-03	1.137786e+01	1.104336e+00
1.305112496037025e-03	1.137825e+01	1.101930e+00
1.305133472263527e-03	1.137869e+01	1.099223e+00
1.305161411382819e-03	1.137926e+01	1.095618e+00
1.305198520826513e-03	1.138001e+01	1.090830e+00
1.305260321653158e-03	1.138122e+01	1.082858e+00
1.305368476207328e-03	1.138324e+01	1.068914e+00
1.305584785315667e-03	1.138690e+01	1.041053e+00
1.306017403532345e-03	1.139271e+01	9.854469e-01
1.306882639965701e-03	1.139965e+01	8.746159e-01
1.307882639965701e-03	1.140064e+01	7.471511e-01
1.308882639965701e-03	1.139529e+01	6.202908e-01
1.309264720068598e-03	1.139046e+01	5.721108e-01
1.309500559862804e-03	1.138690e+01	5.424376e-01
1.309613841509155e-03	1.138496e+01	5.282105e-01
1.309764883704290e-03	1.138225e+01	5.092576e-01
1.309774883704290e-03	1.138206e+01	5.080034e-01
1.309794883704290e-03	1.138168e+01	5.054962e-01
1.309914883704290e-03	1.137934e+01	4.904605e-01
1.309924883704290e-03	1.137914e+01	4.892081e-01
1.309944883704290e-03	1.137874e+01	4.867039e-01
1.309970000000000e-03	1.137823e+01	4.835594e-01
1.309980000000000e-03	1.137803e+01	4.823077e-01
1.309990000000000e-03	1.137782e+01	4.810560e-01
1.310000000000000e-03	1.137761e+01	4.798045e-01
1.310010000000000e-03	1.137741e+01	4.785530e-01
1.310010044001423e-03	1.137740e+01	4.785475e-01
1.310010132004268e-03	1.137740e+01	4.785365e-01
1.310010239956000e-03	1.137740e+01	4.785230e-01
1.310010344290245e-03	1.137740e+01	4.785100e-01
1.310010552958734e-03	1.137739e+01	4.784838e-01
1.310010970295713e-03	1.137739e+01	4.784316e-01
1.310011660531735e-03	1.137737e+01	4.783450e-01
1.310012636447499e-03	1.137735e+01	4.782226e-01
1.310014017404592e-03	1.137732e+01	4.780492e-01
1.310015913579797e-03	1.137728e+01	4.778118e-01
1.310017053756675e-03	1.137726e+01	4.776732e-01
1.310017719646245e-03	1.137724e+01	4.776008e-01
1.310018237023041e-03	1.137723e+01	4.775558e-01
1.310018587506893e-03	1.137723e+01	4.775334e-01
1.310018713197009e-03	1.137722e+01	4.775290e-01
1.310018838382527e-03	1.137722e+01	4.775281e-01
1.310018883027387e-03	1.137722e+01	4.775286e-01
1.310018926529990e-03	1.137722e+01	4.775297e-01
1.310018972940351e-03	1.137722e+01	4.775310e-01
1.310019017387887e-03	1.137722e+01	4.775326e-01
1.310019062796200e-03	1.137722e+01	4.775344e-01
1.310019109044769e-03	1.137722e+01	4.775365e-01
1.310019155582391e-03	1.137722e+01	4.775388e-01
1.310019203709620e-03	1.137721e+01	4.775413e-01
1.310019253185336e-03	1.137721e+01	4.775441e-01
1.310019304910583e-03	1.137721e+01	4.775472e-01
1.310019359425078e-03	1.137721e+01	4.775507e-01
1.310019417889025e-03	1.137721e+01	4.775545e-01
1.310019481480280e-03	1.137721e+01	4.775589e-01
1.310019552432126e-03	1.137721e+01	4.775640e-01
1.310019633431976e-03	1.137720e+01	4.775700e-01
1.310019729252692e-03	1.137720e+01	4.775774e-01
1.310019847017971e-03	1.137720e+01	4.775867e-01
1.310019999172878e-03	1.137720e+01	4.775992e-01
1.310020000000000e-03	1.137720e+01	4.775993e-01
1.310020000205869e-03	1.137720e+01	4.775993e-01
1.310020000617608e-03	1.137720e+01	4.775993e-01
1.310020001441085e-03	1.137720e+01	4.775994e-01
1.310020003088038e-03	1.137720e+01	4.775995e-01
1.310020006381946e-03	1.137720e+01	4.775998e-01
1.310020012903755e-03	1.137720e+01	4.776003e-01
1.310020025947374e-03	1.137720e+01	4.776014e-01
1.310020052034612e-03	1.137720e+01	4.776036e-01
1.310020104209088e-03	1.137720e+01	4.776081e-01
1.310020208558039e-03	1.137719e+01	4.776172e-01
1.310020417255941e-03	1.137719e+01	4.776360e-01
1.310020834651746e-03	1.137718e+01	4.776760e-01
1.310021669443356e-03	1.137716e+01	4.777634e-01
1.310022815155146e-03	1.137714e+01	4.778938e-01
1.310023248117613e-03	1.137713e+01	4.779462e-01
1.310023470939883e-03	1.137712e+01	4.779739e-01
1.310023592160011e-03	1.137712e+01	4.779891e-01
1.310023747305877e-03	1.137712e+01	4.780085e-01
1.310024045951426e-03	1.137711e+01	4.780460e-01
1.310024360668266e-03	1.137711e+01	4.780855e-01
1.310024745381730e-03	1.137710e+01	4.781338e-01
1.310025215798863e-03	1.137709e+01	4.781930e-01
1.310025758003997e-03	1.137708e+01	4.782612e-01
1.310026417271537e-03	1.137706e+01	4.783442e-01
1.310027136109936e-03	1.137705e+01	4.784348e-01
1.310028204523884e-03	1.137703e+01	4.785694e-01
1.310029192235039e-03	1.137701e+01	4.786939e-01
1.310031167657347e-03	1.137697e+01	4.789429e-01
1.310032983008196e-03	1.137693e+01	4.791718e-01
1.310036613709893e-03	1.137685e+01	4.796298e-01
1.310040697657778e-03	1.137677e+01	4.801449e-01
1.310048865553548e-03	1.137660e+01	4.811753e-01
1.310058917208470e-03	1.137639e+01	4.824435e-01
1.310074238178673e-03	1.137608e+01	4.843765e-01
1.310095136747097e-03	1.137566e+01	4.870132e-01
1.310136933883947e-03	1.137483e+01	4.922871e-01
1.310220528157646e-03	1.137322e+01	5.028360e-01
1.310387716705045e-03	1.137023e+01	5.239381e-01
1.310722093799842e-03	1.136514e+01	5.661560e-01
1.311390847989436e-03	1.135803e+01	6.506256e-01
1.312390847989436e-03	1.135374e+01	7.769662e-01
1.313390847989436e-03	1.135640e+01	9.032987e-01
1.314020000000000e-03	1.136157e+01	9.827588e-01
1.314030000000000e-03	1.136168e+01	9.840214e-01
1.314050000000000e-03	1.136195e+01	9.865460e-01
1.314090000000000e-03	1.136248e+01	9.915952e-01
1.314169999999999e-03	1.136361e+01	1.001693e+00
1.314329999999998e-03	1.136607e+01	1.021883e+00
1.314649999999996e-03	1.137135e+01	1.062256e+00
1.314659999999996e-03	1.137153e+01	1.063518e+00
1.314679999999996e-03	1.137190e+01	1.066040e+00
1.314719999999996e-03	1.137265e+01	1.071085e+00
1.314799999999996e-03	1.137418e+01	1.081174e+00
1.314860000000001e-03	1.137535e+01	1.088739e+00
1.314899999999989e-03	1.137615e+01	1.093782e+00
1.314940000000024e-03	1.137697e+01	1.098825e+00
1.314950000000024e-03	1.137717e+01	1.100086e+00
1.314999999999953e-03	1.137822e+01	1.106389e+00
1.315009999999953e-03	1.137843e+01	1.107650e+00
1.315020000000000e-03	1.137864e+01	1.108910e+00
1.315020491221630e-03	1.137865e+01	1.108972e+00
1.315021473664890e-03	1.137867e+01	1.109096e+00
1.315022753819513e-03	1.137870e+01	1.109257e+00
1.315024138327088e-03	1.137873e+01	1.109432e+00
1.315025775453603e-03	1.137876e+01	1.109638e+00
1.315027374794943e-03	1.137880e+01	1.109840e+00
1.315028318766469e-03	1.137882e+01	1.109959e+00
1.315028908542880e-03	1.137883e+01	1.110034e+00
1.315028994865613e-03	1.137883e+01	1.110045e+00
1.315029167511078e-03	1.137883e+01	1.110067e+00
1.315029512802009e-03	1.137884e+01	1.110110e+00
1.315030000000000e-03	1.137885e+01	1.110172e+00
1.315030048719799e-03	1.137885e+01	1.110178e+00
1.315030146159397e-03	1.137885e+01	1.110190e+00
1.315030341038594e-03	1.137886e+01	1.110215e+00
1.315030599105391e-03	1.137887e+01	1.110247e+00
1.315030874147571e-03	1.137887e+01	1.110282e+00
1.315031354826353e-03	1.137888e+01	1.110343e+00
1.315031867716266e-03	1.137889e+01	1.110408e+00
1.315032151883865e-03	1.137890e+01	1.110444e+00
1.315032424039483e-03	1.137890e+01	1.110478e+00
1.315032758028778e-03	1.137891e+01	1.110520e+00
1.315033426007369e-03	1.137893e+01	1.110605e+00
1.315034179578048e-03	1.137894e+01	1.110699e+00
1.315035185615918e-03	1.137896e+01	1.110823e+00
1.315036569807875e-03	1.137899e+01	1.110990e+00
1.315038490222658e-03	1.137903e+01	1.111210e+00
1.315040735134438e-03	1.137908e+01	1.111441e+00
1.315043006232290e-03	1.137913e+01	1.111623e+00
1.315045255624488e-03	1.137918e+01	1.111712e+00
1.315047641515049e-03	1.137923e+01	1.111683e+00
1.315049090776700e-03	1.137926e+01	1.111591e+00
1.315049842085397e-03	1.137928e+01	1.111516e+00
1.315049862748164e-03	1.137928e+01	1.111513e+00
1.315049904073696e-03	1.137928e+01	1.111508e+00
1.315049986724762e-03	1.137928e+01	1.111498e+00
1.315050152026892e-03	1.137928e+01	1.111477e+00
1.315050377113124e-03	1.137929e+01	1.111448e+00
1.315050678108576e-03	1.137929e+01	1.111410e+00
1.315051177011658e-03	1.137930e+01	1.111346e+00
1.315052174817822e-03	1.137933e+01	1.111219e+00
1.315053573655526e-03	1.137936e+01	1.111040e+00
1.315054943823878e-03	1.137939e+01	1.110864e+00
1.315056277532030e-03	1.137941e+01	1.110692e+00
1.315057701294663e-03	1.137945e+01	1.110509e+00
1.315059083929075e-03	1.137947e+01	1.110332e+00
1.315060498380005e-03	1.137950e+01	1.110150e+00
1.315061878369049e-03	1.137953e+01	1.109972e+00
1.315063294072892e-03	1.137956e+01	1.109789e+00
1.315064691128603e-03	1.137959e+01	1.109610e+00
1.315066126762907e-03	1.137962e+01	1.109425e+00
1.315067546118315e-03	1.137965e+01	1.109242e+00
1.315069024914780e-03	1.137969e+01	1.109051e+00
1.315070603177569e-03	1.137972e+01	1.108848e+00
1.315072443996746e-03	1.137976e+01	1.108610e+00
1.315074754514721e-03	1.137981e+01	1.108312e+00
1.315077831428190e-03	1.137987e+01	1.107915e+00
1.315082009862279e-03	1.137996e+01	1.107376e+00
1.315088781901898e-03	1.138010e+01	1.106503e+00
1.315100226493699e-03	1.138034e+01	1.105026e+00
1.315123115677301e-03	1.138082e+01	1.102071e+00
1.315146183661196e-03	1.138130e+01	1.099093e+00
1.315181085816186e-03	1.138201e+01	1.094589e+00
1.315223248661446e-03	1.138285e+01	1.089148e+00
1.315307574351965e-03	1.138448e+01	1.078270e+00
1.316415448326648e-03	1.139909e+01	9.358672e-01
1.317415448326648e-03	1.140365e+01	8.080494e-01
1.318415448326648e-03	1.140134e+01	6.808655e-01
1.319040000000000e-03	1.139633e+01	6.017846e-01
1.319999999999999e-03	1.138037e+01	4.811457e-01
1.320010000000000e-03	1.138016e+01	4.798939e-01
1.320010044000030e-03	1.138016e+01	4.798884e-01
1.320010132000089e-03	1.138016e+01	4.798774e-01
1.320010235797081e-03	1.138015e+01	4.798644e-01
1.320010336209606e-03	1.138015e+01	4.798518e-01
1.320010537034657e-03	1.138015e+01	4.798267e-01
1.320010938684758e-03	1.138014e+01	4.797764e-01
1.320011618924403e-03	1.138013e+01	4.796911e-01
1.320012572325690e-03	1.138011e+01	4.795714e-01
1.320013934168443e-03	1.138008e+01	4.794004e-01
1.320015791271388e-03	1.138004e+01	4.791674e-01
1.320016911256302e-03	1.138002e+01	4.790309e-01
1.320017760030172e-03	1.138000e+01	4.789386e-01
1.320018318640132e-03	1.137999e+01	4.788909e-01
1.320018640262620e-03	1.137998e+01	4.788717e-01
1.320018748418108e-03	1.137998e+01	4.788685e-01
1.320018829052517e-03	1.137998e+01	4.788683e-01
1.320018909032683e-03	1.137997e+01	4.788698e-01
1.320019024343446e-03	1.137997e+01	4.788735e-01
1.320019147009296e-03	1.137997e+01	4.788789e-01
1.320019310108139e-03	1.137997e+01	4.788882e-01
1.320019538963576e-03	1.137996e+01	4.789034e-01
1.320019671233718e-03	1.137996e+01	4.789129e-01
1.320019735459715e-03	1.137996e+01	4.789179e-01
1.320019863911710e-03	1.137995e+01	4.789282e-01
1.320020000000000e-03	1.137995e+01	4.789393e-01
1.320020004955571e-03	1.137995e+01	4.789397e-01
1.320020014866713e-03	1.137995e+01	4.789405e-01
1.320020020613823e-03	1.137995e+01	4.789411e-01
1.320020028876323e-03	1.137995e+01	4.789417e-01
1.320020037401408e-03	1.137995e+01	4.789425e-01
1.320020047263750e-03	1.137995e+01	4.789433e-01
1.320020061412471e-03	1.137995e+01	4.789445e-01
1.320020078892480e-03	1.137995e+01	4.789460e-01
1.320020105109300e-03	1.137995e+01	4.789482e-01
1.320020142598835e-03	1.137995e+01	4.789514e-01
1.320020198071659e-03	1.137995e+01	4.789563e-01
1.320020283384027e-03	1.137995e+01	4.789638e-01
1.320020411670481e-03	1.137994e+01	4.789753e-01
1.320020611652310e-03	1.137994e+01	4.789939e-01
1.320020921596733e-03	1.137993e+01	4.790238e-01
1.320021402819253e-03	1.137992e+01	4.790735e-01
1.320022299921037e-03	1.137990e+01	4.791728e-01
1.320022829172656e-03	1.137989e+01	4.792350e-01
1.320023127978510e-03	1.137989e+01	4.792717e-01
1.320023410085392e-03	1.137988e+01	4.793068e-01
1.320023544047085e-03	1.137988e+01	4.793236e-01
1.320023725119235e-03	1.137987e+01	4.793462e-01
1.320023985194627e-03	1.137987e+01	4.793788e-01
1.320024348827708e-03	1.137986e+01	4.794245e-01
1.320024762038796e-03	1.137985e+01	4.794764e-01
1.320025354978377e-03	1.137984e+01	4.795510e-01
1.320025931543768e-03	1.137983e+01	4.796235e-01
1.320026872373562e-03	1.137981e+01	4.797420e-01
1.320027900322660e-03	1.137979e+01	4.798714e-01
1.320029878557434e-03	1.137975e+01	4.801207e-01
1.320032183041502e-03	1.137970e+01	4.804112e-01
1.320036792009640e-03	1.137960e+01	4.809924e-01
1.320043484684780e-03	1.137947e+01	4.818364e-01
1.320052163681875e-03	1.137929e+01	4.829311e-01
1.320063023410328e-03	1.137907e+01	4.843009e-01
1.320079241510239e-03	1.137874e+01	4.863467e-01
1.320106870613803e-03	1.137818e+01	4.898319e-01
1.320162128820931e-03	1.137710e+01	4.968030e-01
1.320272645235187e-03	1.137503e+01	5.107471e-01
1.320493678063699e-03	1.137128e+01	5.386420e-01
1.320935743720723e-03	1.136533e+01	5.944533e-01
1.321819875034771e-03	1.135820e+01	7.061169e-01
1.322819875034771e-03	1.135715e+01	8.324274e-01
1.323819875034771e-03	1.136258e+01	9.587161e-01
1.324020000000000e-03	1.136476e+01	9.839782e-01
1.324420249930459e-03	1.137047e+01	1.034483e+00
1.324430249930459e-03	1.137062e+01	1.035744e+00
1.324450249930459e-03	1.137095e+01	1.038267e+00
1.324490249930459e-03	1.137163e+01	1.043312e+00
1.324570249930458e-03	1.137303e+01	1.053402e+00
1.324730249930457e-03	1.137592e+01	1.073578e+00
1.324740249930457e-03	1.137611e+01	1.074839e+00
1.324760249930457e-03	1.137649e+01	1.077360e+00
1.324880249930456e-03	1.137885e+01	1.092488e+00
1.324910249930456e-03	1.137946e+01	1.096269e+00
1.324950249930456e-03	1.138028e+01	1.101311e+00
1.324960249930456e-03	1.138049e+01	1.102571e+00
1.324980249930456e-03	1.138091e+01	1.105092e+00
1.324990249930456e-03	1.138112e+01	1.106352e+00
1.325000000000000e-03	1.138132e+01	1.107581e+00
1.325000499860911e-03	1.138133e+01	1.107644e+00
1.325001499582733e-03	1.138135e+01	1.107770e+00
1.325003499026377e-03	1.138140e+01	1.108022e+00
1.325007463261835e-03	1.138148e+01	1.108521e+00
1.325012071529084e-03	1.138158e+01	1.109102e+00
1.325020000000000e-03	1.138175e+01	1.110101e+00
1.325020792847092e-03	1.138176e+01	1.110201e+00
1.325022378541275e-03	1.138180e+01	1.110401e+00
1.325025108295078e-03	1.138186e+01	1.110745e+00
1.325026401608668e-03	1.138188e+01	1.110908e+00
1.325027586730957e-03	1.138191e+01	1.111058e+00
1.325028584067117e-03	1.138193e+01	1.111184e+00
1.325028918696300e-03	1.138194e+01	1.111226e+00
1.325029330741634e-03	1.138195e+01	1.111278e+00
1.325030000000000e-03	1.138196e+01	1.111362e+00
1.325030066925837e-03	1.138196e+01	1.111371e+00
1.325030200777510e-03	1.138196e+01	1.111388e+00
1.325030468480856e-03	1.138197e+01	1.111422e+00
1.325030790908079e-03	1.138198e+01	1.111462e+00
1.325031128221659e-03	1.138198e+01	1.111505e+00
1.325031740026999e-03	1.138200e+01	1.111582e+00
1.325032094203781e-03	1.138201e+01	1.111627e+00
1.325032367533630e-03	1.138201e+01	1.111662e+00
1.325032725807560e-03	1.138202e+01	1.111707e+00
1.325033265003161e-03	1.138203e+01	1.111775e+00
1.325034012419017e-03	1.138205e+01	1.111869e+00
1.325034931734924e-03	1.138207e+01	1.111983e+00
1.325036263163541e-03	1.138209e+01	1.112144e+00
1.325038027668364e-03	1.138213e+01	1.112347e+00
1.325040765936541e-03	1.138219e+01	1.112630e+00
1.325043266942377e-03	1.138225e+01	1.112824e+00
1.325045587339505e-03	1.138229e+01	1.112899e+00
1.325048055526565e-03	1.138235e+01	1.112847e+00
1.325049241129620e-03	1.138237e+01	1.112762e+00
1.325049908381872e-03	1.138239e+01	1.112690e+00
1.325049933329654e-03	1.138239e+01	1.112687e+00
1.325049983225219e-03	1.138239e+01	1.112681e+00
1.325050083016348e-03	1.138239e+01	1.112669e+00
1.325050282598607e-03	1.138240e+01	1.112643e+00
1.325050595801281e-03	1.138240e+01	1.112603e+00
1.325051038815680e-03	1.138241e+01	1.112547e+00
1.325051882995695e-03	1.138243e+01	1.112439e+00
1.325053571355724e-03	1.138247e+01	1.112222e+00
1.325055109944472e-03	1.138250e+01	1.112025e+00
1.325056396394174e-03	1.138253e+01	1.111860e+00
1.325057776430185e-03	1.138256e+01	1.111682e+00
1.325059139326328e-03	1.138259e+01	1.111507e+00
1.325060575400601e-03	1.138262e+01	1.111322e+00
1.325061956405492e-03	1.138265e+01	1.111144e+00
1.325063375502470e-03	1.138268e+01	1.110961e+00
1.325064771028484e-03	1.138271e+01	1.110781e+00
1.325066201220908e-03	1.138274e+01	1.110597e+00
1.325067637700120e-03	1.138277e+01	1.110412e+00
1.325069113251517e-03	1.138280e+01	1.110222e+00
1.325070762759557e-03	1.138283e+01	1.110009e+00
1.325072823559134e-03	1.138288e+01	1.109743e+00
1.325075460643843e-03	1.138293e+01	1.109403e+00
1.325078944612563e-03	1.138301e+01	1.108953e+00
1.325084205582932e-03	1.138312e+01	1.108274e+00
1.325092449828345e-03	1.138329e+01	1.107210e+00
1.325108938319171e-03	1.138364e+01	1.105082e+00
1.325131315404789e-03	1.138411e+01	1.102192e+00
1.325158960928822e-03	1.138468e+01	1.098623e+00
1.325195027193266e-03	1.138541e+01	1.093967e+00
1.325251144767850e-03	1.138652e+01	1.086724e+00
1.325857624468861e-03	1.139603e+01	1.008590e+00
1.326464104169873e-03	1.140268e+01	9.307192e-01
1.327070583870884e-03	1.140647e+01	8.531117e-01
1.327677063571896e-03	1.140741e+01	7.757676e-01
1.328283543272907e-03	1.140548e+01	6.986868e-01
