time	V(vout)	I(L1)
3.070020076370189e-03	1.139314e+01	4.752019e-01
3.070020106837647e-03	1.139314e+01	4.752045e-01
3.070020142774234e-03	1.139314e+01	4.752076e-01
3.070020214647408e-03	1.139314e+01	4.752139e-01
3.070020289557096e-03	1.139314e+01	4.752204e-01
3.070020420852162e-03	1.139313e+01	4.752322e-01
3.070020598783516e-03	1.139313e+01	4.752487e-01
3.070020856902162e-03	1.139313e+01	4.752734e-01
3.070021253111100e-03	1.139312e+01	4.753135e-01
3.070021945923324e-03	1.139310e+01	4.753883e-01
3.070022629530798e-03	1.139309e+01	4.754671e-01
3.070023020008935e-03	1.139308e+01	4.755142e-01
3.070023231939098e-03	1.139307e+01	4.755405e-01
3.070023398305284e-03	1.139307e+01	4.755612e-01
3.070023597217669e-03	1.139307e+01	4.755861e-01
3.070023796309871e-03	1.139306e+01	4.756110e-01
3.070024063599064e-03	1.139306e+01	4.756445e-01
3.070024363442393e-03	1.139305e+01	4.756821e-01
3.070024779706321e-03	1.139304e+01	4.757343e-01
3.070025200520619e-03	1.139303e+01	4.757872e-01
3.070025933788654e-03	1.139302e+01	4.758793e-01
3.070026642264849e-03	1.139300e+01	4.759684e-01
3.070028059217239e-03	1.139297e+01	4.761467e-01
3.070029604353402e-03	1.139294e+01	4.763412e-01
3.070032694625728e-03	1.139288e+01	4.767304e-01
3.070036883831576e-03	1.139279e+01	4.772581e-01
3.070045082165034e-03	1.139262e+01	4.782909e-01
3.070052790720891e-03	1.139246e+01	4.792622e-01
3.070065540047150e-03	1.139219e+01	4.808687e-01
3.070080705003733e-03	1.139188e+01	4.827796e-01
3.070111034916900e-03	1.139126e+01	4.866017e-01
3.070171694743233e-03	1.139006e+01	4.942463e-01
3.070293014395899e-03	1.138777e+01	5.095379e-01
3.070535653701232e-03	1.138366e+01	5.401296e-01
3.071020932311897e-03	1.137730e+01	6.013377e-01
3.071991489533228e-03	1.137012e+01	7.237984e-01
3.072991489533228e-03	1.137000e+01	8.499817e-01
3.073991489533228e-03	1.137619e+01	9.761406e-01
3.074020000000000e-03	1.137649e+01	9.797361e-01
3.074077020933543e-03	1.137723e+01	9.869255e-01
3.074191062800630e-03	1.137883e+01	1.001302e+00
3.074419146534804e-03	1.138227e+01	1.030051e+00
3.074563832531652e-03	1.138465e+01	1.048283e+00
3.074730628006303e-03	1.138758e+01	1.069298e+00
3.074740628006303e-03	1.138776e+01	1.070557e+00
3.074760628006303e-03	1.138814e+01	1.073077e+00
3.074800628006303e-03	1.138890e+01	1.078115e+00
3.074880628006302e-03	1.139046e+01	1.088190e+00
3.074910628006302e-03	1.139106e+01	1.091968e+00
3.074950628006302e-03	1.139186e+01	1.097005e+00
3.074960628006302e-03	1.139207e+01	1.098264e+00
3.074980628006302e-03	1.139248e+01	1.100783e+00
3.074990628006302e-03	1.139269e+01	1.102042e+00
3.075000000000000e-03	1.139288e+01	1.103222e+00
3.075001256012603e-03	1.139291e+01	1.103380e+00
3.075003768037809e-03	1.139296e+01	1.103696e+00
3.075008792088221e-03	1.139306e+01	1.104329e+00
3.075009951899176e-03	1.139309e+01	1.104475e+00
3.075012271521088e-03	1.139314e+01	1.104767e+00
3.075015360756177e-03	1.139320e+01	1.105156e+00
3.075020000000000e-03	1.139330e+01	1.105740e+00
3.075020463924382e-03	1.139331e+01	1.105798e+00
3.075021391773147e-03	1.139333e+01	1.105915e+00
3.075023009891888e-03	1.139336e+01	1.106119e+00
3.075024886248094e-03	1.139340e+01	1.106355e+00
3.075026557689329e-03	1.139344e+01	1.106566e+00
3.075027911252655e-03	1.139346e+01	1.106737e+00
3.075028702668318e-03	1.139348e+01	1.106836e+00
3.075028944089320e-03	1.139349e+01	1.106867e+00
3.075029426931324e-03	1.139350e+01	1.106928e+00
3.075030000000000e-03	1.139351e+01	1.107000e+00
3.075030057306867e-03	1.139351e+01	1.107007e+00
3.075030171920603e-03	1.139351e+01	1.107022e+00
3.075030401148073e-03	1.139352e+01	1.107051e+00
3.075030722802795e-03	1.139352e+01	1.107091e+00
3.075031017586161e-03	1.139353e+01	1.107129e+00
3.075031489785977e-03	1.139354e+01	1.107188e+00
3.075031990119091e-03	1.139355e+01	1.107251e+00
3.075032264110681e-03	1.139356e+01	1.107286e+00
3.075032584527636e-03	1.139356e+01	1.107327e+00
3.075032939014222e-03	1.139357e+01	1.107371e+00
3.075033647987395e-03	1.139359e+01	1.107460e+00
3.075034440643162e-03	1.139360e+01	1.107559e+00
3.075035576532599e-03	1.139363e+01	1.107699e+00
3.075037066655694e-03	1.139366e+01	1.107876e+00
3.075039228877416e-03	1.139370e+01	1.108118e+00
3.075041376096851e-03	1.139375e+01	1.108327e+00
3.075043832581996e-03	1.139380e+01	1.108500e+00
3.075045781690470e-03	1.139384e+01	1.108553e+00
3.075048033190172e-03	1.139389e+01	1.108493e+00
3.075049523003615e-03	1.139392e+01	1.108380e+00
3.075050251261574e-03	1.139394e+01	1.108298e+00
3.075050944459760e-03	1.139395e+01	1.108211e+00
3.075051500733903e-03	1.139396e+01	1.108140e+00
3.075052108368331e-03	1.139398e+01	1.108062e+00
3.075053313528137e-03	1.139400e+01	1.107908e+00
3.075054504413614e-03	1.139403e+01	1.107755e+00
3.075055893883773e-03	1.139406e+01	1.107576e+00
3.075057379000954e-03	1.139409e+01	1.107385e+00
3.075058741156132e-03	1.139412e+01	1.107210e+00
3.075060188129862e-03	1.139415e+01	1.107023e+00
3.075061809809378e-03	1.139418e+01	1.106814e+00
3.075063837708629e-03	1.139422e+01	1.106553e+00
3.075066305904330e-03	1.139427e+01	1.106235e+00
3.075069778682473e-03	1.139435e+01	1.105786e+00
3.075074476140104e-03	1.139445e+01	1.105180e+00
3.075082831473011e-03	1.139462e+01	1.104101e+00
3.075097904898765e-03	1.139493e+01	1.102154e+00
3.075116085879257e-03	1.139531e+01	1.099805e+00
3.075139020091396e-03	1.139578e+01	1.096842e+00
3.075167268889306e-03	1.139635e+01	1.093192e+00
3.075209633682386e-03	1.139719e+01	1.087720e+00
3.075275482030548e-03	1.139846e+01	1.079216e+00
3.075407178726874e-03	1.140085e+01	1.062219e+00
3.075670572119525e-03	1.140507e+01	1.028265e+00
3.076197358904827e-03	1.141134e+01	9.605287e-01
3.077197358904827e-03	1.141724e+01	8.324469e-01
3.078197358904827e-03	1.141603e+01	7.050163e-01
3.079010000000000e-03	1.141019e+01	6.019339e-01
3.079020000000000e-03	1.141008e+01	6.006694e-01
3.079040000000000e-03	1.140982e+01	5.981445e-01
3.079080000000000e-03	1.140929e+01	5.930961e-01
3.079160000000000e-03	1.140818e+01	5.830051e-01
3.079320000000000e-03	1.140576e+01	5.628462e-01
3.079640000000000e-03	1.140055e+01	5.225731e-01
3.079650000000000e-03	1.140037e+01	5.213158e-01
3.079670000000000e-03	1.140001e+01	5.188032e-01
3.079710000000000e-03	1.139927e+01	5.137794e-01
3.079790000000000e-03	1.139776e+01	5.037360e-01
3.079850000000000e-03	1.139660e+01	4.962067e-01
3.079889999999999e-03	1.139580e+01	4.911895e-01
3.079930000000002e-03	1.139500e+01	4.861738e-01
3.079940000000002e-03	1.139480e+01	4.849202e-01
3.079960000000002e-03	1.139439e+01	4.824133e-01
3.079970000000000e-03	1.139418e+01	4.811600e-01
3.079989999999996e-03	1.139376e+01	4.786538e-01
3.079999999999996e-03	1.139356e+01	4.774008e-01
3.080010000000000e-03	1.139335e+01	4.761479e-01
3.080010044001871e-03	1.139334e+01	4.761424e-01
3.080010132005612e-03	1.139334e+01	4.761313e-01
3.080010240427279e-03	1.139334e+01	4.761178e-01
3.080010345206800e-03	1.139334e+01	4.761046e-01
3.080010554765841e-03	1.139333e+01	4.760784e-01
3.080010973883923e-03	1.139333e+01	4.760258e-01
3.080011665264746e-03	1.139331e+01	4.759390e-01
3.080012643720316e-03	1.139329e+01	4.758162e-01
3.080014026859878e-03	1.139326e+01	4.756423e-01
3.080015927463268e-03	1.139322e+01	4.754042e-01
3.080017069904982e-03	1.139320e+01	4.752652e-01
3.080017715116574e-03	1.139318e+01	4.751949e-01
3.080018224525856e-03	1.139317e+01	4.751503e-01
3.080018578524205e-03	1.139317e+01	4.751275e-01
3.080018706389130e-03	1.139316e+01	4.751229e-01
3.080018834747452e-03	1.139316e+01	4.751219e-01
3.080018874094689e-03	1.139316e+01	4.751223e-01
3.080018912908533e-03	1.139316e+01	4.751232e-01
3.080018950627057e-03	1.139316e+01	4.751242e-01
3.080018986415181e-03	1.139316e+01	4.751253e-01
3.080019020681187e-03	1.139316e+01	4.751266e-01
3.080019053143433e-03	1.139316e+01	4.751279e-01
3.080019083292676e-03	1.139316e+01	4.751292e-01
3.080019108439944e-03	1.139315e+01	4.751303e-01
3.080019128880143e-03	1.139315e+01	4.751313e-01
3.080019143886701e-03	1.139315e+01	4.751320e-01
3.080019156332861e-03	1.139315e+01	4.751327e-01
3.080019167192956e-03	1.139315e+01	4.751332e-01
3.080019178270777e-03	1.139315e+01	4.751338e-01
3.080019188742477e-03	1.139315e+01	4.751344e-01
3.080019200186015e-03	1.139315e+01	4.751350e-01
3.080019212779638e-03	1.139315e+01	4.751357e-01
3.080019227437182e-03	1.139315e+01	4.751365e-01
3.080019245553954e-03	1.139315e+01	4.751375e-01
3.080019268321411e-03	1.139315e+01	4.751389e-01
3.080019298473391e-03	1.139315e+01	4.751407e-01
3.080019338863592e-03	1.139315e+01	4.751432e-01
3.080019394700397e-03	1.139315e+01	4.751469e-01
3.080019472775309e-03	1.139315e+01	4.751522e-01
3.080019583472104e-03	1.139314e+01	4.751602e-01
3.080019744224402e-03	1.139314e+01	4.751723e-01
3.080019773831805e-03	1.139314e+01	4.751746e-01
3.080019833046610e-03	1.139314e+01	4.751794e-01
3.080019881570390e-03	1.139314e+01	4.751833e-01
3.080019902952439e-03	1.139314e+01	4.751850e-01
3.080019945716537e-03	1.139314e+01	4.751886e-01
3.080020000000000e-03	1.139314e+01	4.751931e-01
3.080020005428346e-03	1.139314e+01	4.751935e-01
3.080020016285039e-03	1.139314e+01	4.751944e-01
3.080020037998424e-03	1.139314e+01	4.751963e-01
3.080020081425195e-03	1.139313e+01	4.752000e-01
3.080020168278736e-03	1.139313e+01	4.752074e-01
3.080020341985818e-03	1.139313e+01	4.752229e-01
3.080020689399982e-03	1.139312e+01	4.752555e-01
3.080021384228310e-03	1.139311e+01	4.753264e-01
3.080022537092058e-03	1.139308e+01	4.754546e-01
3.080023040786396e-03	1.139307e+01	4.755145e-01
3.080023279776968e-03	1.139307e+01	4.755441e-01
3.080023470519556e-03	1.139306e+01	4.755678e-01
3.080023853082540e-03	1.139305e+01	4.756157e-01
3.080024150065202e-03	1.139305e+01	4.756529e-01
3.080024473516721e-03	1.139304e+01	4.756935e-01
3.080024891239865e-03	1.139303e+01	4.757459e-01
3.080025364542628e-03	1.139302e+01	4.758054e-01
3.080025930032544e-03	1.139301e+01	4.758765e-01
3.080026578804129e-03	1.139300e+01	4.759581e-01
3.080027427684107e-03	1.139298e+01	4.760649e-01
3.080028243774152e-03	1.139296e+01	4.761676e-01
3.080029585306962e-03	1.139293e+01	4.763364e-01
3.080030852272816e-03	1.139291e+01	4.764960e-01
3.080033386204523e-03	1.139285e+01	4.768151e-01
3.080035842204115e-03	1.139280e+01	4.771245e-01
3.080040754203300e-03	1.139270e+01	4.777433e-01
3.080046694256535e-03	1.139258e+01	4.784917e-01
3.080058574363003e-03	1.139233e+01	4.799886e-01
3.080070936339851e-03	1.139207e+01	4.815463e-01
3.080094391298749e-03	1.139159e+01	4.845019e-01
3.080129013378101e-03	1.139089e+01	4.888649e-01
3.080198257536805e-03	1.138953e+01	4.975917e-01
3.080336745854213e-03	1.138697e+01	5.150483e-01
3.080613722489028e-03	1.138245e+01	5.499719e-01
3.081167675758659e-03	1.137571e+01	6.198478e-01
3.082167675758659e-03	1.136953e+01	7.460291e-01
3.083167675758659e-03	1.137053e+01	8.722118e-01
3.084020000000000e-03	1.137650e+01	9.797356e-01
3.084030000000000e-03	1.137661e+01	9.809967e-01
3.084050000000000e-03	1.137686e+01	9.835184e-01
3.084089999999999e-03	1.137739e+01	9.885616e-01
3.084169999999999e-03	1.137850e+01	9.986471e-01
3.084329999999998e-03	1.138091e+01	1.018814e+00
3.084649999999996e-03	1.138611e+01	1.059140e+00
3.084659999999996e-03	1.138628e+01	1.060400e+00
3.084679999999996e-03	1.138664e+01	1.062920e+00
3.084719999999996e-03	1.138738e+01	1.067958e+00
3.084799999999995e-03	1.138889e+01	1.078035e+00
3.084860000000001e-03	1.139005e+01	1.085592e+00
3.084899999999989e-03	1.139084e+01	1.090629e+00
3.084940000000025e-03	1.139164e+01	1.095667e+00
3.084950000000025e-03	1.139184e+01	1.096926e+00
3.084999999999951e-03	1.139287e+01	1.103221e+00
3.085009999999951e-03	1.139308e+01	1.104481e+00
3.085020000000000e-03	1.139329e+01	1.105739e+00
3.085020363462628e-03	1.139330e+01	1.105785e+00
3.085021090387884e-03	1.139331e+01	1.105877e+00
3.085022544238395e-03	1.139334e+01	1.106060e+00
3.085024286191399e-03	1.139338e+01	1.106279e+00
3.085026141482371e-03	1.139342e+01	1.106513e+00
3.085027564156450e-03	1.139345e+01	1.106692e+00
3.085028508680092e-03	1.139347e+01	1.106811e+00
3.085028847595107e-03	1.139348e+01	1.106854e+00
3.085029322169970e-03	1.139349e+01	1.106914e+00
3.085030000000000e-03	1.139350e+01	1.107000e+00
3.085030067783003e-03	1.139350e+01	1.107008e+00
3.085030203349009e-03	1.139351e+01	1.107025e+00
3.085030474481022e-03	1.139351e+01	1.107059e+00
3.085030799662075e-03	1.139352e+01	1.107100e+00
3.085031141932550e-03	1.139353e+01	1.107144e+00
3.085031687399316e-03	1.139354e+01	1.107213e+00
3.085032070380068e-03	1.139355e+01	1.107261e+00
3.085032349188190e-03	1.139355e+01	1.107296e+00
3.085032719962051e-03	1.139356e+01	1.107343e+00
3.085033179534531e-03	1.139357e+01	1.107401e+00
3.085033921249492e-03	1.139358e+01	1.107494e+00
3.085034794749043e-03	1.139360e+01	1.107603e+00
3.085036070379677e-03	1.139363e+01	1.107758e+00
3.085037739309189e-03	1.139366e+01	1.107952e+00
3.085040269384020e-03	1.139372e+01	1.108224e+00
3.085042365351631e-03	1.139376e+01	1.108410e+00
3.085044478538228e-03	1.139381e+01	1.108528e+00
3.085046648358502e-03	1.139385e+01	1.108538e+00
3.085049088753040e-03	1.139390e+01	1.108416e+00
3.085050109898111e-03	1.139393e+01	1.108320e+00
3.085050144888048e-03	1.139393e+01	1.108316e+00
3.085050214867923e-03	1.139393e+01	1.108307e+00
3.085050354827671e-03	1.139393e+01	1.108290e+00
3.085050634747169e-03	1.139394e+01	1.108254e+00
3.085050982130719e-03	1.139394e+01	1.108210e+00
3.085051618139129e-03	1.139396e+01	1.108128e+00
3.085052861766137e-03	1.139398e+01	1.107969e+00
3.085054234442125e-03	1.139401e+01	1.107793e+00
3.085055560536228e-03	1.139404e+01	1.107622e+00
3.085057034988280e-03	1.139407e+01	1.107433e+00
3.085058393218897e-03	1.139410e+01	1.107258e+00
3.085059822646662e-03	1.139413e+01	1.107074e+00
3.085061180668676e-03	1.139416e+01	1.106899e+00
3.085062610033792e-03	1.139419e+01	1.106714e+00
3.085063991323641e-03	1.139422e+01	1.106536e+00
3.085065430558069e-03	1.139425e+01	1.106351e+00
3.085066835609991e-03	1.139428e+01	1.106170e+00
3.085068302416490e-03	1.139431e+01	1.105980e+00
3.085069748228257e-03	1.139434e+01	1.105794e+00
3.085071281722810e-03	1.139437e+01	1.105596e+00
3.085072813843597e-03	1.139440e+01	1.105398e+00
3.085074591827042e-03	1.139444e+01	1.105169e+00
3.085076798838922e-03	1.139449e+01	1.104884e+00
3.085079728040849e-03	1.139455e+01	1.104506e+00
3.085083635759326e-03	1.139463e+01	1.104001e+00
3.085089780597145e-03	1.139476e+01	1.103207e+00
3.085099729805880e-03	1.139496e+01	1.101922e+00
3.085119628223350e-03	1.139537e+01	1.099351e+00
3.085144097065973e-03	1.139587e+01	1.096189e+00
3.085176927686650e-03	1.139653e+01	1.091948e+00
3.085219460153448e-03	1.139737e+01	1.086454e+00
3.085295774571107e-03	1.139883e+01	1.076599e+00
3.086350354323466e-03	1.141278e+01	9.408890e-01
3.087350354323466e-03	1.141754e+01	8.129078e-01
3.088350354323466e-03	1.141535e+01	6.855683e-01
3.088586017991542e-03	1.141395e+01	6.556382e-01
3.088821681659617e-03	1.141198e+01	6.257722e-01
3.089057345327693e-03	1.140943e+01	5.959703e-01
3.089293008995768e-03	1.140632e+01	5.662324e-01
3.089528672663844e-03	1.140263e+01	5.365586e-01
3.089764336331920e-03	1.139838e+01	5.069488e-01
3.089999999999996e-03	1.139355e+01	4.774031e-01
3.090010000000000e-03	1.139334e+01	4.761502e-01
3.090010044000013e-03	1.139334e+01	4.761447e-01
3.090010132000038e-03	1.139334e+01	4.761337e-01
3.090010235696281e-03	1.139333e+01	4.761207e-01
3.090010336013986e-03	1.139333e+01	4.761081e-01
3.090010536649395e-03	1.139333e+01	4.760830e-01
3.090010937920213e-03	1.139332e+01	4.760327e-01
3.090011617918782e-03	1.139330e+01	4.759473e-01
3.090012570772445e-03	1.139328e+01	4.758277e-01
3.090013932154698e-03	1.139326e+01	4.756565e-01
3.090015788311512e-03	1.139322e+01	4.754235e-01
3.090016907752575e-03	1.139319e+01	4.752869e-01
3.090017761117875e-03	1.139318e+01	4.751940e-01
3.090018317551464e-03	1.139316e+01	4.751464e-01
3.090018636519470e-03	1.139316e+01	4.751273e-01
3.090018743745588e-03	1.139316e+01	4.751241e-01
3.090018823431178e-03	1.139315e+01	4.751239e-01
3.090018902465279e-03	1.139315e+01	4.751253e-01
3.090019015967864e-03	1.139315e+01	4.751288e-01
3.090019136193160e-03	1.139315e+01	4.751341e-01
3.090019295375242e-03	1.139314e+01	4.751430e-01
3.090019517284874e-03	1.139314e+01	4.751576e-01
3.090019683459495e-03	1.139314e+01	4.751698e-01
3.090020000000000e-03	1.139313e+01	4.751949e-01
3.090020031654051e-03	1.139313e+01	4.751976e-01
3.090020076808127e-03	1.139313e+01	4.752014e-01
3.090020107387921e-03	1.139313e+01	4.752040e-01
3.090020143476624e-03	1.139313e+01	4.752071e-01
3.090020215654029e-03	1.139312e+01	4.752133e-01
3.090020290897307e-03	1.139312e+01	4.752200e-01
3.090020422791164e-03	1.139312e+01	4.752319e-01
3.090020601542567e-03	1.139312e+01	4.752484e-01
3.090020860892769e-03	1.139311e+01	4.752732e-01
3.090021259336636e-03	1.139310e+01	4.753135e-01
3.090021957381592e-03	1.139309e+01	4.753890e-01
3.090022630315959e-03	1.139307e+01	4.754665e-01
3.090023017194530e-03	1.139306e+01	4.755133e-01
3.090023228753350e-03	1.139306e+01	4.755395e-01
3.090023396001588e-03	1.139306e+01	4.755603e-01
3.090023595478205e-03	1.139305e+01	4.755853e-01
3.090023793118957e-03	1.139305e+01	4.756100e-01
3.090024060036493e-03	1.139304e+01	4.756434e-01
3.090024359011891e-03	1.139304e+01	4.756809e-01
3.090024773608178e-03	1.139303e+01	4.757329e-01
3.090025194711386e-03	1.139302e+01	4.757858e-01
3.090025926529666e-03	1.139300e+01	4.758778e-01
3.090026633277556e-03	1.139299e+01	4.759667e-01
3.090028046773338e-03	1.139296e+01	4.761446e-01
3.090029586617513e-03	1.139293e+01	4.763384e-01
3.090032666305862e-03	1.139286e+01	4.767262e-01
3.090036836063478e-03	1.139277e+01	4.772514e-01
3.090045035474069e-03	1.139260e+01	4.782845e-01
3.090052721522806e-03	1.139244e+01	4.792529e-01
3.090065456205949e-03	1.139218e+01	4.808575e-01
3.090080554104463e-03	1.139187e+01	4.827600e-01
3.090110749901491e-03	1.139126e+01	4.865651e-01
3.090171141495546e-03	1.139006e+01	4.941760e-01
3.090291924683656e-03	1.138777e+01	5.094000e-01
3.090533491059877e-03	1.138368e+01	5.398564e-01
3.091016623812319e-03	1.137733e+01	6.007937e-01
3.091982889317202e-03	1.137014e+01	7.227128e-01
3.092982889317202e-03	1.136996e+01	8.488964e-01
3.093982889317202e-03	1.137609e+01	9.750559e-01
3.094020000000000e-03	1.137648e+01	9.797362e-01
3.094094221365595e-03	1.137746e+01	9.890941e-01
3.094242664096785e-03	1.137959e+01	1.007806e+00
3.094539549559166e-03	1.138417e+01	1.045225e+00
3.094549549559166e-03	1.138434e+01	1.046485e+00
3.094569549559166e-03	1.138468e+01	1.049005e+00
3.094609549559166e-03	1.138538e+01	1.054044e+00
3.094689549559165e-03	1.138683e+01	1.064123e+00
3.094849549559164e-03	1.138983e+01	1.084276e+00
3.094859549559164e-03	1.139003e+01	1.085536e+00
3.094879549559164e-03	1.139042e+01	1.088055e+00
3.094919549559164e-03	1.139122e+01	1.093092e+00
3.094940000000000e-03	1.139163e+01	1.095667e+00
3.094980900881673e-03	1.139247e+01	1.100817e+00
3.094990900881673e-03	1.139268e+01	1.102076e+00
3.095000000000000e-03	1.139287e+01	1.103222e+00
3.095001801763346e-03	1.139290e+01	1.103449e+00
3.095005405290039e-03	1.139298e+01	1.103903e+00
3.095012612343423e-03	1.139313e+01	1.104810e+00
3.095020000000000e-03	1.139328e+01	1.105740e+00
3.095020738765658e-03	1.139330e+01	1.105833e+00
3.095022216296973e-03	1.139333e+01	1.106019e+00
3.095024281496979e-03	1.139337e+01	1.106279e+00
3.095026066135588e-03	1.139341e+01	1.106504e+00
3.095027576437947e-03	1.139344e+01	1.106695e+00
3.095028506410890e-03	1.139346e+01	1.106812e+00
3.095028883648359e-03	1.139347e+01	1.106859e+00
3.095029245525061e-03	1.139348e+01	1.106905e+00
3.095029276246597e-03	1.139348e+01	1.106909e+00
3.095029337689668e-03	1.139348e+01	1.106917e+00
3.095029460575810e-03	1.139348e+01	1.106932e+00
3.095029706348095e-03	1.139349e+01	1.106963e+00
3.095030000000000e-03	1.139349e+01	1.107000e+00
3.095030029365190e-03	1.139349e+01	1.107004e+00
3.095030088095572e-03	1.139350e+01	1.107011e+00
3.095030205556334e-03	1.139350e+01	1.107026e+00
3.095030403857373e-03	1.139350e+01	1.107051e+00
3.095030612904063e-03	1.139351e+01	1.107077e+00
3.095031008035211e-03	1.139351e+01	1.107127e+00
3.095031545641369e-03	1.139353e+01	1.107195e+00
3.095032049827352e-03	1.139354e+01	1.107259e+00
3.095032344287795e-03	1.139354e+01	1.107296e+00
3.095032714770836e-03	1.139355e+01	1.107343e+00
3.095033097601015e-03	1.139356e+01	1.107391e+00
3.095033863261372e-03	1.139357e+01	1.107488e+00
3.095034704166234e-03	1.139359e+01	1.107592e+00
3.095035978675927e-03	1.139362e+01	1.107747e+00
3.095037590671387e-03	1.139365e+01	1.107936e+00
3.095040065680464e-03	1.139371e+01	1.108204e+00
3.095042179710591e-03	1.139375e+01	1.108397e+00
3.095044250477896e-03	1.139379e+01	1.108522e+00
3.095046244029219e-03	1.139384e+01	1.108549e+00
3.095048616508257e-03	1.139389e+01	1.108458e+00
3.095049632954711e-03	1.139391e+01	1.108371e+00
3.095050211977097e-03	1.139392e+01	1.108303e+00
3.095050767657796e-03	1.139393e+01	1.108232e+00
3.095051228050829e-03	1.139394e+01	1.108173e+00
3.095051707246691e-03	1.139395e+01	1.108112e+00
3.095052665638417e-03	1.139397e+01	1.107989e+00
3.095053964371717e-03	1.139400e+01	1.107823e+00
3.095055523897697e-03	1.139403e+01	1.107622e+00
3.095056964251829e-03	1.139406e+01	1.107437e+00
3.095058354054289e-03	1.139409e+01	1.107258e+00
3.095059713427505e-03	1.139412e+01	1.107083e+00
3.095061113968990e-03	1.139415e+01	1.106902e+00
3.095062684239756e-03	1.139418e+01	1.106700e+00
3.095064471554402e-03	1.139422e+01	1.106470e+00
3.095066745927266e-03	1.139427e+01	1.106176e+00
3.095069686749751e-03	1.139433e+01	1.105797e+00
3.095073721269360e-03	1.139441e+01	1.105276e+00
3.095080140797582e-03	1.139455e+01	1.104447e+00
3.095091109165216e-03	1.139478e+01	1.103031e+00
3.095110624671193e-03	1.139518e+01	1.100509e+00
3.095130246686705e-03	1.139558e+01	1.097974e+00
3.095158587197404e-03	1.139616e+01	1.094312e+00
3.095192293068292e-03	1.139683e+01	1.089958e+00
3.095253371949366e-03	1.139802e+01	1.082069e+00
3.095349038179317e-03	1.139981e+01	1.069719e+00
3.095923035559020e-03	1.140843e+01	9.957716e-01
3.096688365398624e-03	1.141528e+01	8.975459e-01
3.097688365398624e-03	1.141750e+01	7.697942e-01
3.099010000000000e-03	1.140995e+01	6.019571e-01
3.099366730797248e-03	1.140512e+01	5.569471e-01
3.099396730797248e-03	1.140465e+01	5.531690e-01
3.099436730797248e-03	1.140400e+01	5.481344e-01
3.099676730797248e-03	1.139987e+01	5.179561e-01
3.099716538405505e-03	1.139914e+01	5.129560e-01
3.099875768838531e-03	1.139607e+01	4.929723e-01
3.099905768838531e-03	1.139547e+01	4.892102e-01
3.099945768838531e-03	1.139466e+01	4.841953e-01
3.099955768838531e-03	1.139446e+01	4.829419e-01
3.099975768838531e-03	1.139404e+01	4.804353e-01
3.099985768838531e-03	1.139384e+01	4.791822e-01
3.099990000000000e-03	1.139375e+01	4.786520e-01
3.099998462322939e-03	1.139357e+01	4.775917e-01
3.100000000000000e-03	1.139354e+01	4.773990e-01
3.100003075354123e-03	1.139348e+01	4.770137e-01
3.100003849291755e-03	1.139346e+01	4.769167e-01
3.100005397167021e-03	1.139343e+01	4.767228e-01
3.100006904249469e-03	1.139340e+01	4.765340e-01
3.100006985835103e-03	1.139339e+01	4.765238e-01
3.100007149006372e-03	1.139339e+01	4.765033e-01
3.100007475348908e-03	1.139338e+01	4.764624e-01
3.100007781621163e-03	1.139338e+01	4.764241e-01
3.100008394165673e-03	1.139336e+01	4.763473e-01
3.100008871782055e-03	1.139335e+01	4.762875e-01
3.100009044767237e-03	1.139335e+01	4.762658e-01
3.100009390737601e-03	1.139334e+01	4.762225e-01
3.100010000000000e-03	1.139333e+01	4.761461e-01
3.100010002685563e-03	1.139333e+01	4.761458e-01
3.100010008056689e-03	1.139333e+01	4.761451e-01
3.100010011496482e-03	1.139333e+01	4.761447e-01
3.100010016871784e-03	1.139333e+01	4.761440e-01
3.100010020622289e-03	1.139333e+01	4.761436e-01
3.100010027368709e-03	1.139333e+01	4.761427e-01
3.100010040861550e-03	1.139333e+01	4.761410e-01
3.100010067847231e-03	1.139333e+01	4.761376e-01
3.100010121818594e-03	1.139333e+01	4.761309e-01
3.100010229761320e-03	1.139332e+01	4.761173e-01
3.100010445646772e-03	1.139332e+01	4.760903e-01
3.100010850857511e-03	1.139331e+01	4.760395e-01
3.100011452512419e-03	1.139330e+01	4.759640e-01
3.100012358245556e-03	1.139328e+01	4.758503e-01
3.100013602527867e-03	1.139325e+01	4.756939e-01
3.100015365075139e-03	1.139322e+01	4.754722e-01
3.100016403101321e-03	1.139320e+01	4.753427e-01
3.100017252861592e-03	1.139318e+01	4.752423e-01
3.100017947204119e-03	1.139316e+01	4.751726e-01
3.100018505140614e-03	1.139315e+01	4.751311e-01
3.100018732134295e-03	1.139315e+01	4.751207e-01
3.100018764784964e-03	1.139315e+01	4.751200e-01
3.100018781023257e-03	1.139315e+01	4.751200e-01
3.100018798315505e-03	1.139314e+01	4.751200e-01
3.100018813072810e-03	1.139314e+01	4.751200e-01
3.100018828177030e-03	1.139314e+01	4.751202e-01
3.100018843951032e-03	1.139314e+01	4.751203e-01
3.100018860545405e-03	1.139314e+01	4.751205e-01
3.100018879971500e-03	1.139314e+01	4.751209e-01
3.100018902362582e-03	1.139314e+01	4.751213e-01
3.100018930234463e-03	1.139314e+01	4.751220e-01
3.100018965407269e-03	1.139314e+01	4.751230e-01
3.100019011211829e-03	1.139314e+01	4.751246e-01
3.100019073078850e-03	1.139314e+01	4.751271e-01
